Feature,Mean,Standard Deviation
Feature 4424,-3.1106430562679387e-15,1.0000000000000002
Feature 4425,-1.7137806325577416e-15,0.9999999999999998
Feature 4426,7.57985845806724e-15,1.0
Feature 4427,6.681524020925942e-16,0.9999999999999999
Feature 4428,-2.7346811683835107e-15,0.9999999999999999
Feature 4429,7.678201508941707e-15,1.0
Feature 4430,-1.2810964410515556e-14,1.0
Feature 4431,8.231042110522098e-15,1.0000000000000002
Feature 4432,7.44858720157605e-16,1.0
Feature 4433,-1.20570220474292e-14,1.0
Feature 4434,-5.379535201138258e-15,1.0000000000000002
Feature 4435,1.8591189194177622e-15,0.9999999999999999
Feature 4436,8.565843741385622e-15,1.0
Feature 4437,2.804574754251958e-16,0.9999999999999996
Feature 4438,-4.800200641015677e-15,1.0
Feature 4439,9.605952397154479e-15,1.0000000000000002
Feature 4440,-3.6294199968655114e-15,0.9999999999999997
Feature 4441,-2.12860032630405e-15,1.0
Feature 4442,8.755622489657485e-16,0.9999999999999999
Feature 4443,-2.5353456707803574e-15,1.0
Feature 4444,-1.0042471904563915e-15,1.0000000000000002
Feature 4445,-2.0720798814140422e-15,1.0
Feature 4446,-4.120946008676831e-15,1.0
Feature 4447,-1.4392527573777029e-15,0.9999999999999997
Feature 4448,6.8894385146284714e-15,0.9999999999999998
Feature 4449,7.579795377213569e-16,0.9999999999999999
Feature 4450,-7.692836266993585e-15,1.0000000000000002
Feature 4451,2.2204460492503132e-17,0.9999999999999999
Feature 4452,2.559568718590361e-15,0.9999999999999999
Feature 4453,-9.048317650695026e-16,0.9999999999999997
Feature 4454,-7.635811175274202e-15,1.0000000000000002
Feature 4455,-3.7863651608011586e-15,1.0000000000000002
Feature 4456,1.8301017267286956e-14,1.0
Feature 4457,7.771561172376095e-17,1.0
Feature 4458,-3.740442299328027e-15,1.0000000000000002
Feature 4459,-5.551115123125783e-16,1.0000000000000002
Feature 4460,-1.7480966169552465e-15,1.0
Feature 4461,-8.558305579371832e-15,1.0
Feature 4462,4.934436697629446e-15,0.9999999999999996
Feature 4463,4.793135585404426e-15,0.9999999999999998
Feature 4464,-8.173260048558653e-15,1.0
Feature 4465,5.6056169806982905e-15,1.0
Feature 4466,-4.726522203926916e-15,0.9999999999999996
Feature 4467,-6.74208164045095e-16,1.0000000000000002
Feature 4468,-4.336934851649361e-15,0.9999999999999999
Feature 4469,-6.452919007219035e-15,1.0000000000000002
Feature 4470,-1.234467074017299e-14,0.9999999999999998
Feature 4471,-1.5795445759439728e-14,1.0
Feature 4472,-3.8958735227755495e-16,0.9999999999999999
Feature 4473,-3.6940147910255207e-16,1.0
Feature 4474,2.4949739244303518e-15,0.9999999999999997
Feature 4475,-6.107740575926486e-15,1.0
Feature 4476,2.0816681711721685e-17,1.0
Feature 4477,-2.5941370264025534e-15,0.9999999999999998
Feature 4478,-1.099120794378905e-15,0.9999999999999999
Feature 4479,4.307160688716232e-16,1.0000000000000002
Feature 4480,4.15942532941668e-15,1.0
Feature 4481,2.9118122054941605e-15,0.9999999999999998
Feature 4482,9.70940499717637e-16,1.0
Feature 4483,-1.0358885466582085e-14,0.9999999999999999
Feature 4484,-4.5922861473131475e-17,0.9999999999999997
Feature 4485,-3.1510148026179444e-15,1.0000000000000002
Feature 4486,1.9782155711502788e-16,0.9999999999999998
Feature 4487,-5.5001457933589e-15,1.0
Feature 4488,-1.3822276656583198e-15,1.0
Feature 4489,2.0008994461306883e-14,1.0
Feature 4490,3.934226681808055e-15,1.0
Feature 4491,-6.5059069243034175e-15,0.9999999999999997
Feature 4492,5.021740599111333e-15,0.9999999999999999
Feature 4493,-1.5092977372949627e-14,1.0000000000000002
Feature 4494,-1.1941962570331684e-14,0.9999999999999998
Feature 4495,9.562048122998848e-15,0.9999999999999997
Feature 4496,-7.547497980133564e-15,0.9999999999999999
Feature 4497,-1.7602081408602483e-15,1.0000000000000002
Feature 4498,-5.017451101061645e-16,1.0
Feature 4499,1.5068754325139624e-15,1.0
Feature 4500,5.497622559212025e-15,0.9999999999999999
Feature 4501,2.488918162477851e-15,1.0
Feature 4502,3.597122599785507e-15,0.9999999999999999
Feature 4503,-2.300937218535637e-15,1.0
Feature 4504,6.228351168147128e-15,1.0
Feature 4505,-1.1965176324482936e-14,1.0
Feature 4506,6.398921796475902e-16,0.9999999999999999
Feature 4507,1.9396605533860236e-14,0.9999999999999998
Feature 4508,-8.738464497458732e-15,0.9999999999999999
Feature 4509,1.3413512724789392e-15,1.0
Feature 4510,-3.26203710508046e-15,1.0000000000000002
Feature 4511,1.680272083087237e-14,1.0
Feature 4512,5.795868835372692e-15,1.0
Feature 4513,-1.7347739406597446e-14,0.9999999999999999
Feature 4514,1.6996505213352396e-15,1.0000000000000002
Feature 4515,-3.525462750014247e-15,1.0000000000000004
Feature 4516,-6.108245222755861e-15,1.0000000000000002
Feature 4517,2.304028180365559e-16,1.0
Feature 4518,5.1332675484032236e-15,0.9999999999999998
Feature 4519,-3.2216653587304544e-15,1.0000000000000002
Feature 4520,-5.985111396388344e-16,0.9999999999999999
Feature 4521,-2.3718400980628344e-15,0.9999999999999999
Feature 4522,-1.9268425239198968e-14,1.0000000000000002
Feature 4523,-2.928970197692913e-15,0.9999999999999999
Feature 4524,6.859412028280654e-15,1.0
Feature 4525,-6.822825133150962e-16,1.0
Feature 4526,1.8183434556042564e-14,1.0
Feature 4527,5.745025667313154e-15,1.0
Feature 4528,4.8743837249338125e-15,1.0000000000000002
Feature 4529,-8.303963577366796e-16,1.0
Feature 4530,2.6015805671358356e-15,1.0
Feature 4531,6.252574215957132e-15,1.0000000000000002
Feature 4532,-5.988643924193969e-15,1.0
Feature 4533,-9.547918011776346e-16,1.0000000000000002
Feature 4534,-8.578996099376209e-15,1.0000000000000002
Feature 4535,8.71827862428373e-15,1.0
Feature 4536,2.341258500202705e-14,0.9999999999999998
Feature 4537,-5.472894864572647e-15,0.9999999999999999
Feature 4538,-4.809284283944428e-15,0.9999999999999999
Feature 4539,-3.553722972459251e-15,0.9999999999999998
Feature 4540,-7.751879946030469e-15,0.9999999999999996
Feature 4541,-3.1792750250629484e-16,1.0
Feature 4542,8.642076953048094e-15,1.0
Feature 4543,-1.7080276587028658e-14,1.0
Feature 4544,-4.513466620650129e-15,1.0000000000000002
Feature 4545,1.0303878962180203e-14,0.9999999999999999
Feature 4546,-1.0100001643112674e-14,1.0000000000000002
Feature 4547,-6.720886473617198e-15,1.0
Feature 4548,-3.093485064069186e-15,1.0000000000000002
Feature 4549,-3.084401421140435e-15,1.0
Feature 4550,2.1474615015519435e-15,0.9999999999999998
Feature 4551,-2.794734141079144e-15,0.9999999999999997
Feature 4552,-1.616081006390728e-14,1.0
Feature 4553,-1.5973586090209127e-14,0.9999999999999999
Feature 4554,1.0193865953376437e-15,0.9999999999999999
Feature 4555,-9.837585291837637e-15,1.0000000000000002
Feature 4556,-6.9338474356134775e-15,0.9999999999999998
Feature 4557,-2.680683957640378e-15,1.0
Feature 4558,-1.639395689907856e-14,0.9999999999999999
Feature 4559,-2.858824288409778e-15,0.9999999999999994
Feature 4560,-1.3988810110276972e-15,0.9999999999999999
Feature 4561,-3.3003902641129653e-15,1.0
Feature 4562,2.5918661156703653e-15,0.9999999999999999
Feature 4563,-2.601454405428492e-15,0.9999999999999997
Feature 4564,1.5913533117513495e-14,1.0000000000000002
Feature 4565,-1.3116780389116849e-14,0.9999999999999998
Feature 4566,-1.3945410482950716e-14,1.0
Feature 4567,7.713526786997963e-15,0.9999999999999999
Feature 4568,3.985700658404312e-15,0.9999999999999994
Feature 4569,-8.245929191988663e-16,1.0
Feature 4570,1.1308126152636595e-14,0.9999999999999997
Feature 4571,-2.9069675959321596e-14,0.9999999999999999
Feature 4572,-2.517178384922855e-15,1.0000000000000002
Feature 4573,9.522685670307594e-16,1.0
Feature 4574,1.1950036919601685e-15,1.0000000000000002
Feature 4575,7.706966378216087e-15,1.0
Feature 4576,-5.0260300971610215e-15,1.0000000000000002
Feature 4577,-2.4285624016845925e-14,0.9999999999999997
Feature 4578,4.7971727600394266e-15,0.9999999999999997
Feature 4579,-2.335000879518454e-15,0.9999999999999998
Feature 4580,-7.771561172376096e-15,0.9999999999999997
Feature 4581,-7.071616020032872e-15,0.9999999999999996
Feature 4582,-2.1033679848352966e-15,1.0
Feature 4583,8.018711957062536e-15,0.9999999999999997
Feature 4584,-8.780854831126238e-15,0.9999999999999997
Feature 4585,-6.352998935002771e-15,0.9999999999999998
Feature 4586,1.4235582409841382e-14,0.9999999999999996
Feature 4587,-1.48971744031521e-15,0.9999999999999999
Feature 4588,5.928590951498336e-15,0.9999999999999998
Feature 4589,-3.647587282723014e-15,1.0
Feature 4590,7.983512840713625e-15,0.9999999999999996
Feature 4591,-6.7935556170472075e-15,1.0
Feature 4592,-4.60641625853565e-15,0.9999999999999999
Feature 4593,-3.1166988182204396e-15,1.0000000000000002
Feature 4594,4.091676492573077e-15,1.0
Feature 4595,-6.780434799483456e-15,1.0
Feature 4596,8.276208001751166e-16,0.9999999999999996
Feature 4597,-2.4969925117478522e-15,1.0
Feature 4598,3.791916275924285e-15,0.9999999999999999
Feature 4599,6.009334444198347e-15,1.0
Feature 4600,1.957020404316526e-15,1.0000000000000002
Feature 4601,-2.247091401841317e-14,0.9999999999999998
Feature 4602,-8.758650370633735e-15,0.9999999999999996
Feature 4603,-1.8025984745277544e-15,1.0
Feature 4604,1.954244846754963e-15,1.0
Feature 4605,1.2585891924614274e-15,1.0
Feature 4606,3.887799173505548e-15,0.9999999999999999
Feature 4607,-2.265611940479382e-15,0.9999999999999997
Feature 4608,1.3579099965678086e-15,1.0
Feature 4609,2.330206734639391e-15,0.9999999999999999
Feature 4610,-1.936834531141523e-15,1.0
Feature 4611,-2.4162490190478405e-15,1.0000000000000002
Feature 4612,-1.2283103826989233e-15,1.0000000000000002
Feature 4613,5.192815874269483e-16,1.0
Feature 4614,3.3993010426704792e-15,1.0
Feature 4615,3.045038968449179e-15,0.9999999999999999
Feature 4616,-2.2345761604728152e-15,0.9999999999999999
Feature 4617,6.8803548716997205e-15,0.9999999999999998
Feature 4618,4.297572398958106e-15,1.0
Feature 4619,7.923964514847368e-15,0.9999999999999994
Feature 4620,-3.591066837833006e-15,1.0
Feature 4621,6.245509160345881e-15,0.9999999999999998
Feature 4622,-3.769081006895062e-15,1.0
Feature 4623,1.4117495051767616e-15,0.9999999999999999
Feature 4624,1.1276333402385964e-15,1.0000000000000002
Feature 4625,3.4719701861004897e-16,0.9999999999999997
Feature 4626,-1.2487485792886136e-15,1.0
Feature 4627,-1.9944651990561563e-14,0.9999999999999999
Feature 4628,-7.327471962526033e-15,1.0000000000000002
Feature 4629,2.4293698366115926e-15,0.9999999999999999
Feature 4630,-9.085661516068782e-15,1.0
Feature 4631,9.44320379468102e-16,1.0
Feature 4632,-9.961728411863905e-16,0.9999999999999999
Feature 4633,6.893475689263472e-15,1.0000000000000002
Feature 4634,7.967364142173624e-15,1.0000000000000002
Feature 4635,-5.184741524999481e-15,1.0
Feature 4636,8.256022128576164e-16,0.9999999999999999
Feature 4637,4.5145705355893866e-15,0.9999999999999997
Feature 4638,5.240252676230739e-15,0.9999999999999998
Feature 4639,-5.7045277592558044e-15,1.0
Feature 4640,1.0616759996392747e-14,1.0000000000000009
Feature 4641,3.9957935949918135e-15,1.0
Feature 4642,1.7703010774477496e-15,0.9999999999999998
Feature 4643,1.0900371514501537e-15,1.0
Feature 4644,-2.078135643366543e-15,1.0
Feature 4645,-3.1333521635898168e-15,1.0000000000000002
Feature 4646,-2.26889214487032e-14,0.9999999999999999
Feature 4647,5.399721074313261e-16,0.9999999999999999
Feature 4648,-6.542241496018423e-15,0.9999999999999999
Feature 4649,-8.212117854420533e-15,1.0000000000000002
Feature 4650,1.899490665767768e-15,1.0000000000000002
Feature 4651,-2.7472973391178874e-15,1.0
Feature 4652,-2.0761170560490427e-15,1.0000000000000004
Feature 4653,-2.8412878110889945e-15,1.0
Feature 4654,-3.7772815178724077e-16,0.9999999999999998
Feature 4655,-4.777996180523174e-15,1.0
Feature 4656,-9.923879899660775e-15,1.0
Feature 4657,-1.1828921680551668e-15,0.9999999999999999
Feature 4658,-6.80970431558721e-15,1.0000000000000002
Feature 4659,-1.41886502547095e-14,0.9999999999999998
Feature 4660,-9.204758167801298e-15,1.0
Feature 4661,1.4854279422655218e-14,1.0000000000000002
Feature 4662,-7.357750772288537e-16,1.0
Feature 4663,-4.590330640849319e-15,0.9999999999999998
Feature 4664,-2.269194932967945e-14,1.0
Feature 4665,7.509144821101059e-16,0.9999999999999997
Feature 4666,-2.274947906822821e-15,0.9999999999999997
Feature 4667,5.6437178163161084e-15,1.0
Feature 4668,-4.4307991619131246e-16,1.0
Feature 4669,-5.260438549405742e-15,1.0
Feature 4670,1.958029697975276e-16,1.0
Feature 4671,-9.820427299638885e-16,0.9999999999999997
Feature 4672,-9.2108139297538e-15,1.0
Feature 4673,-5.902349316370832e-15,0.9999999999999999
Feature 4674,5.8221104705001956e-15,1.0000000000000002
Feature 4675,1.1456492320472865e-14,1.0
Feature 4676,-1.0617769290051498e-15,0.9999999999999997
Feature 4677,-7.852304665076107e-16,0.9999999999999999
Feature 4678,-1.2257871485520478e-15,1.0
Feature 4679,4.0553419208580714e-15,0.9999999999999999
Feature 4680,8.336765621276175e-16,1.0
Feature 4681,-2.3536728122053318e-15,1.0000000000000002
Feature 4682,-1.262626367096428e-15,0.9999999999999998
Feature 4683,3.0258623889329266e-15,1.0000000000000002
Feature 4684,1.1699732092231649e-14,0.9999999999999997
Feature 4685,-2.05694047653279e-14,1.0000000000000002
Feature 4686,-3.716219251518024e-15,1.0
Feature 4687,1.807644942821505e-15,0.9999999999999999
Feature 4688,2.6483865605603735e-15,0.9999999999999999
Feature 4689,-1.921594196894396e-14,1.0
Feature 4690,3.7606281725030305e-15,0.9999999999999996
Feature 4691,-2.967575680140106e-15,1.0
Feature 4692,-5.668193187540799e-15,1.0000000000000002
Feature 4693,-3.701079846636772e-14,0.9999999999999997
Feature 4694,1.5364982013982793e-14,1.0000000000000002
Feature 4695,-3.2176281840954535e-15,0.9999999999999997
Feature 4696,1.3149077786196854e-14,0.9999999999999997
Feature 4697,3.850455308131793e-16,0.9999999999999999
Feature 4698,2.608014814210368e-15,1.0
Feature 4699,7.842211728488606e-16,0.9999999999999999
Feature 4700,1.4182594492757e-14,1.0000000000000004
Feature 4701,2.1851207711940583e-15,1.0000000000000004
Feature 4702,-3.944571941810244e-15,0.9999999999999998
Feature 4703,-3.199460898237951e-15,0.9999999999999996
Feature 4704,6.09613369885086e-16,1.0
Feature 4705,-7.267923636659775e-15,0.9999999999999997
Feature 4706,-1.6370743144927309e-15,1.0
Feature 4707,-8.762687545268735e-15,1.0
Feature 4708,8.325095663346877e-15,1.0
Feature 4709,1.9267415945540218e-15,0.9999999999999999
Feature 4710,3.872659768624296e-15,0.9999999999999998
Feature 4711,-2.735185815212886e-16,0.9999999999999998
Feature 4712,-1.326615585061187e-14,1.0000000000000002
Feature 4713,1.996698261276141e-15,1.0
Feature 4714,-4.000840063285564e-15,0.9999999999999999
Feature 4715,3.606206242714259e-15,0.9999999999999999
Feature 4716,-1.9378438248002731e-16,0.9999999999999999
Feature 4717,5.493585384577025e-15,0.9999999999999999
Feature 4718,7.065055611250996e-15,1.0
Feature 4719,8.22574331881366e-15,1.0000000000000002
Feature 4720,-4.462087265334379e-15,0.9999999999999996
Feature 4721,-1.0799442148626523e-16,1.0000000000000002
Feature 4722,-6.164261020816495e-16,0.9999999999999997
Feature 4723,-1.1461538788766616e-14,1.0
Feature 4724,1.0012193094801411e-15,0.9999999999999999
Feature 4725,-2.2890780180453227e-15,1.0
Feature 4726,-4.341981319943112e-15,1.0
Feature 4727,3.47600736073549e-15,0.9999999999999996
Feature 4728,2.0383694732117873e-14,0.9999999999999999
Feature 4729,1.91362077699027e-15,0.9999999999999998
Feature 4730,-1.6996505213352396e-15,0.9999999999999999
Feature 4731,-5.050505468385712e-15,1.0000000000000002
Feature 4732,1.752133791590247e-15,0.9999999999999999
Feature 4733,-1.2101430968414206e-14,0.9999999999999997
Feature 4734,7.388029582051041e-16,0.9999999999999997
Feature 4735,2.1740185409478066e-15,1.0
Feature 4736,3.9130315149743014e-15,0.9999999999999994
Feature 4737,-7.51822846402981e-15,1.0
Feature 4738,-1.5946839808252248e-15,0.9999999999999999
Feature 4739,-3.3695268797373503e-15,0.9999999999999999
Feature 4740,-6.731988703863449e-15,0.9999999999999997
Feature 4741,-9.64178232204011e-15,0.9999999999999997
Feature 4742,-8.664786060369972e-15,1.0000000000000002
Feature 4743,7.16598497712601e-16,1.0000000000000002
Feature 4744,2.581773179082864e-15,0.9999999999999999
Feature 4745,-1.4156352857629497e-14,0.9999999999999999
Feature 4746,-1.0123215397263928e-15,1.0
Feature 4747,1.887631465277454e-15,1.0
Feature 4748,2.5922446007923966e-15,0.9999999999999999
Feature 4749,-4.2264171960162207e-16,1.0
Feature 4750,1.5199962500777143e-14,1.0000000000000002
Feature 4751,-1.6499428086417951e-15,0.9999999999999997
Feature 4752,1.807443084089755e-14,0.9999999999999998
Feature 4753,3.5486765041655005e-15,1.0
Feature 4754,-6.308085367188389e-16,1.0000000000000002
Feature 4755,9.226962628293801e-15,1.0000000000000002
Feature 4756,-8.628451488654967e-15,0.9999999999999997
Feature 4757,-3.082635157237622e-15,0.9999999999999999
Feature 4758,8.661758179393721e-15,1.0
Feature 4759,-2.1391979097209268e-15,1.0
Feature 4760,1.3373140978439385e-15,1.0000000000000002
Feature 4761,-7.302239621057279e-16,1.0000000000000002
Feature 4762,8.922155943351259e-16,0.9999999999999998
Feature 4763,8.538624353026203e-16,1.0
Feature 4764,1.2434497875801752e-15,1.0000000000000002
Feature 4765,8.831319514063745e-17,0.9999999999999996
Feature 4766,-1.4453085193302037e-15,0.9999999999999999
Feature 4767,-3.2660742797154605e-15,0.9999999999999999
Feature 4768,4.943015693728822e-16,1.0000000000000004
Feature 4769,9.85474328403639e-15,0.9999999999999996
Feature 4770,-2.1901672394878087e-15,0.9999999999999999
Feature 4771,-4.985910674225703e-16,1.0000000000000002
Feature 4772,-1.1974259967411689e-14,1.0000000000000002
Feature 4773,-1.0193865953376437e-15,0.9999999999999999
Feature 4774,2.2446690970603166e-15,1.0000000000000002
Feature 4775,1.9943642696902813e-15,1.0000000000000007
Feature 4776,1.0870092704739033e-15,1.0000000000000002
Feature 4777,-3.254972049469209e-16,0.9999999999999998
Feature 4778,-3.1873493743329496e-15,1.0
Feature 4779,-3.965514785229309e-15,1.0
Feature 4780,-4.529709940470638e-15,0.9999999999999996
Feature 4781,-1.1392906819971607e-14,0.9999999999999998
Feature 4782,-3.4946792934223676e-17,1.0
Feature 4783,3.3382387763160955e-15,0.9999999999999999
Feature 4784,3.8358205500799155e-15,0.9999999999999992
Feature 4785,4.806761049797553e-15,0.9999999999999999
Feature 4786,-2.474977293816365e-16,1.0
Feature 4787,-6.923754499025976e-16,1.0000000000000002
Feature 4788,4.3803344789756175e-15,0.9999999999999999
Feature 4789,-6.7678186287490794e-15,0.9999999999999999
Feature 4790,-1.8671932686877633e-16,0.9999999999999999
Feature 4791,-7.296183859104779e-15,0.9999999999999997
Feature 4792,-1.2196809219166095e-14,0.9999999999999999
Feature 4793,-3.7222750134705245e-15,1.0
Feature 4794,1.0244330636313944e-15,0.9999999999999996
Feature 4795,3.184321493356699e-16,0.9999999999999999
Feature 4796,3.659698806628016e-15,0.9999999999999999
Feature 4797,-8.550609715223862e-15,1.0000000000000002
Feature 4798,1.3595690230193791e-14,1.0000000000000002
Feature 4799,9.265315787326307e-16,0.9999999999999996
Feature 4800,-6.371670867689648e-15,0.9999999999999997
Feature 4801,-5.823624410988321e-16,1.0000000000000002
Feature 4802,-3.939273150101806e-15,0.9999999999999999
Feature 4803,-1.5510320300842812e-15,0.9999999999999999
Feature 4804,2.9168586737879113e-15,0.9999999999999997
Feature 4805,3.098531532362937e-15,1.0
Feature 4806,2.248403483597692e-14,1.0
Feature 4807,-6.015390206150848e-16,1.0
Feature 4808,2.6776560766641274e-15,1.0
Feature 4809,1.2878587085651815e-15,1.0000000000000002
Feature 4810,8.495098563992604e-16,0.9999999999999998
Feature 4811,-3.467933011465489e-15,1.0
Feature 4812,-2.821985069865398e-15,1.0
Feature 4813,-3.6334571715005125e-16,0.9999999999999999
Feature 4814,9.493920801033214e-15,0.9999999999999999
Feature 4815,-2.9935649918529222e-15,1.0
Feature 4816,-8.074349270001138e-18,0.9999999999999997
Feature 4817,3.148996215300444e-16,0.9999999999999997
Feature 4818,-1.2638375194869283e-14,0.9999999999999996
Feature 4819,-2.4495557097865953e-15,1.0000000000000004
Feature 4820,2.054770495166477e-14,1.0
Feature 4821,-1.20610592220642e-15,1.0000000000000002
Feature 4822,-2.0730891750727922e-15,0.9999999999999998
Feature 4823,-2.957230420137917e-15,0.9999999999999998
Feature 4824,6.984312118550985e-16,0.9999999999999997
Feature 4825,-7.644390171373578e-15,1.0000000000000002
Feature 4826,2.5454386073678588e-15,1.0
Feature 4827,-1.1783503465907911e-15,0.9999999999999999
Feature 4828,8.001175479741753e-15,1.0
Feature 4829,4.830479450778181e-15,1.0
Feature 4830,1.255561311485177e-15,1.0000000000000002
Feature 4831,-1.8106728237977553e-15,1.0
Feature 4832,-1.9094574406479256e-14,1.0
Feature 4833,1.9898618737594504e-15,0.9999999999999999
Feature 4834,-2.061986944826541e-15,1.0000000000000002
Feature 4835,-9.826735385006073e-16,0.9999999999999997
Feature 4836,1.9388531184590235e-15,1.0000000000000002
Feature 4837,-1.0458300891968975e-14,0.9999999999999997
Feature 4838,2.964800122578543e-16,1.0
Feature 4839,-3.306698349480154e-15,1.0
Feature 4840,4.6599088224494074e-15,0.9999999999999997
Feature 4841,-1.4331969954252022e-16,1.0000000000000002
Feature 4842,1.7327553533422442e-14,1.0000000000000004
Feature 4843,3.97459842815806e-15,0.9999999999999999
Feature 4844,-5.914460840275834e-15,0.9999999999999999
Feature 4845,-3.6839218544380196e-16,1.0
Feature 4846,1.8275784925818203e-14,1.0
Feature 4847,-1.1715880790771652e-14,1.0
Feature 4848,-3.3377341294867205e-15,1.0000000000000004
Feature 4849,6.0396132539608514e-15,1.0
Feature 4850,4.511542654613136e-16,1.0000000000000004
Feature 4851,-1.0456282304651474e-15,1.0000000000000002
Feature 4852,-2.8986913879304087e-15,1.0000000000000002
Feature 4853,3.769711815431781e-15,0.9999999999999997
Feature 4854,7.87249053825111e-17,1.0000000000000002
Feature 4855,3.148996215300444e-16,1.0000000000000002
Feature 4856,-2.4021189078253386e-16,0.9999999999999999
Feature 4857,-2.0811635243427935e-15,1.0
Feature 4858,-2.914335439641036e-15,1.0000000000000002
Feature 4859,-6.604565379446244e-16,1.0
Feature 4860,-3.5426207422129995e-16,1.0000000000000002
Feature 4861,2.029184900917161e-15,1.0000000000000002
Feature 4862,-9.123005381442536e-15,0.9999999999999999
Feature 4863,-5.605112333868915e-15,0.9999999999999997
Feature 4864,-5.8732059619744216e-15,1.0
Feature 4865,3.9660194320586846e-15,0.9999999999999998
Feature 4866,1.2619703262182405e-14,1.0
Feature 4867,-2.0165687301827842e-14,0.9999999999999997
Feature 4868,-3.2204037416570167e-15,1.0
Feature 4869,5.770384170489251e-15,1.0
Feature 4870,7.300221033739779e-15,1.0000000000000002
Feature 4871,-1.361739004385692e-14,0.9999999999999999
Feature 4872,-1.2659570361703035e-14,0.9999999999999999
Feature 4873,-1.0274609446076448e-15,0.9999999999999999
Feature 4874,5.408804717242013e-15,1.0
Feature 4875,-7.267418989830399e-15,1.0
Feature 4876,-4.5453539921812655e-15,0.9999999999999999
Feature 4877,1.5856003378964735e-15,1.0
Feature 4878,2.0744769538535736e-15,0.9999999999999998
Feature 4879,-9.896124324045146e-15,1.0
Feature 4880,1.1586691202451633e-15,1.0
Feature 4881,-2.3213754151253274e-15,0.9999999999999998
Feature 4882,2.321375415125327e-16,0.9999999999999997
Feature 4883,9.416709836138828e-16,1.0
Feature 4884,-1.2012613126444194e-14,0.9999999999999999
Feature 4885,4.9990314917894545e-15,0.9999999999999999
Feature 4886,7.0110584005078634e-15,1.0
Feature 4887,2.6695817273941266e-15,0.9999999999999998
Feature 4888,9.584252583491351e-15,1.0
Feature 4889,-1.5585891163541728e-14,1.0
Feature 4890,1.2888680022239318e-15,1.0
Feature 4891,3.007695103075424e-16,0.9999999999999998
Feature 4892,-6.753183870697202e-15,0.9999999999999999
Feature 4893,1.2293196763576734e-14,1.0
Feature 4894,-2.7135869309156325e-14,1.0
Feature 4895,6.201100239360874e-15,1.0000000000000002
Feature 4896,-5.6722303621758e-16,1.0
Feature 4897,3.639512933453013e-15,1.0000000000000002
Feature 4898,-7.302239621057279e-15,0.9999999999999999
Feature 4899,5.586440401182038e-16,1.0
Feature 4900,-2.587828941035365e-15,0.9999999999999996
Feature 4901,-1.6150717127319777e-14,1.0000000000000007
Feature 4902,-2.5060761546766035e-15,0.9999999999999998
Feature 4903,9.36624515320132e-16,1.0
Feature 4904,2.4223047810003414e-17,0.9999999999999998
Feature 4905,-1.7925055379402526e-15,0.9999999999999999
Feature 4906,-1.334084358135938e-14,0.9999999999999999
Feature 4907,-1.5845910442377234e-16,1.0
Feature 4908,8.050126222191136e-15,1.0
Feature 4909,7.690817679676084e-15,1.000000000000001
Feature 4910,3.750535235915529e-15,0.9999999999999987
Feature 4911,3.234786176294206e-15,1.0
Feature 4912,-6.816769371198461e-15,0.9999999999999999
Feature 4913,-7.66659463186608e-15,1.0000000000000002
Feature 4914,-9.251185676103804e-15,1.0
Feature 4915,-6.173344663745245e-15,0.9999999999999998
Feature 4916,6.035576079325851e-16,1.0000000000000004
Feature 4917,5.383572375773259e-15,1.0
Feature 4918,2.707209456609405e-15,1.0
Feature 4919,1.7359850930502449e-16,0.9999999999999999
Feature 4920,-6.354765198905584e-15,1.0
Feature 4921,-9.083642928751281e-17,1.0
Feature 4922,6.629040750670935e-15,1.0000000000000002
Feature 4923,3.1368846913954422e-15,0.9999999999999999
Feature 4924,1.5845910442377234e-16,1.0
Feature 4925,-2.6322378620203713e-15,1.0000000000000002
Feature 4926,2.532317789804107e-15,1.0000000000000002
Feature 4927,2.9239237293991622e-15,1.0
Feature 4928,7.163461742979134e-15,1.0000000000000002
Feature 4929,5.658604897782673e-15,1.0000000000000002
Feature 4930,-2.0084943809127832e-16,1.0
Feature 4931,-1.6411114891277313e-15,1.0
Feature 4932,5.329070518200751e-16,0.9999999999999987
Feature 4933,2.7124767078910076e-15,1.0000000000000002
Feature 4934,-1.909583602355269e-15,1.0000000000000002
Feature 4935,1.0713652187632761e-15,1.0000000000000002
Feature 4936,-5.8448195778220744e-15,0.9999999999999997
Feature 4937,-3.245131436296395e-15,1.0
Feature 4938,-3.8565110700842936e-15,0.9999999999999999
Feature 4939,-2.5504850756616096e-15,0.9999999999999998
Feature 4940,-2.204297350710311e-15,1.0000000000000004
Feature 4941,1.7188271008514924e-15,1.0
Feature 4942,-1.911349866258082e-15,0.9999999999999999
Feature 4943,2.3152187238069514e-14,0.9999999999999999
Feature 4944,-1.5482564725227183e-15,1.0
Feature 4945,2.97842558697167e-15,0.9999999999999994
Feature 4946,-4.953108630316323e-16,1.0000000000000002
Feature 4947,1.162706294880164e-15,1.0
Feature 4948,1.7178178071927422e-15,0.9999999999999998
Feature 4949,7.115520294188503e-16,0.9999999999999999
Feature 4950,-3.519406988061746e-15,0.9999999999999999
Feature 4951,-1.18829188912948e-14,0.9999999999999996
Feature 4952,-2.4641904678384724e-15,0.9999999999999999
Feature 4953,1.8954534911327674e-15,1.0
Feature 4954,-1.0699522076410259e-14,1.0
Feature 4955,-1.0591527654923994e-14,0.9999999999999998
