Index,Mutual Information Score
0,0.0015119967074983531
1,0.026850799319028784
2,0.005021895899215423
3,0.038571553312509055
4,0.038182851105625026
5,0.005083097324053654
6,0.08329829122106536
7,0.034882133895887346
8,0.04645410005869266
9,0.022748773893473073
10,0.09094145801143205
11,0.11354979570526025
12,0.004665152968942987
13,0.04942718386733769
14,0.06715762355774135
15,0.07269866357598342
17,0.04319902180361379
19,0.13031233407066933
21,0.044508848340713225
24,0.023193446570766385
26,0.15100494582611557
27,0.18930872018603995
28,0.1144723444405733
29,0.004963721750132155
31,0.27084571854121986
33,0.2615900751946678
34,0.07685271659367254
35,0.02330505213691758
36,0.38279241279519294
37,0.12768675629134885
38,0.0776174947448145
39,0.03762684145870643
41,0.007529312724814163
42,0.15800655545846332
43,0.025385396035442875
44,0.08918606506338467
46,0.1286809776546245
48,0.3532592104266372
49,0.142214804001215
50,0.10983669488513725
51,0.105370839884523
52,0.07108139195871122
53,0.36672844692394846
54,0.10168876438426633
55,0.03068930929390179
56,0.02831120388772157
58,0.09244285877472391
61,0.01222234696330271
62,0.03571047499688573
63,0.2486596028442012
64,0.2393340194950433
65,0.25465413234963363
66,0.011976380808246034
67,0.08465868587691472
68,0.05794668669306069
69,0.1719010157395655
71,0.12621345315360744
72,0.026478671446900304
73,0.07190445778177756
74,0.12867222284499702
75,0.0967444788717986
76,0.2418871770826787
77,0.08265037575503875
78,0.040149192844694204
79,0.08771974617727962
80,0.023247559124878414
81,0.028891864314638527
82,0.049055311978086324
83,0.1576580980808724
84,0.0497951781724979
85,0.04802587518134027
86,0.05712578858219608
87,0.11726707644653533
88,0.2124348617212728
90,0.2869147252920452
91,0.06086631662999964
92,0.20720128216951106
93,0.08608879617066134
94,0.09384486585854934
96,0.0810386821432747
100,0.11152228944506404
101,0.10526467970483333
102,0.12071283894310003
103,0.26184027953578126
104,0.04808509532605143
105,0.13205327361241115
107,0.3088768792996537
108,0.030460573383347178
109,0.14690588529707593
110,0.031794592899185625
111,0.09592313834598287
113,0.07007896004718894
114,0.1502459610497513
115,0.12986710119896627
116,0.1414875538769762
117,0.043397964275284195
118,0.0531967008922023
119,0.07165396332673768
120,0.18478387263311724
121,0.05402001898824782
122,0.17175822130567875
124,0.19036394295790582
125,0.054249763990720234
126,0.16426715914989698
128,0.05529316597135803
129,0.1122144344954974
131,0.11513196260019165
132,0.1820457054230249
133,0.150346117132528
134,0.19513172294086067
135,0.13706843150858572
136,0.050872023193193394
138,0.07926310923133806
139,0.07749382311044761
140,0.1647048546438823
141,0.17579684158867037
142,0.27690482526575644
143,0.08616580249766748
144,0.12796574497942848
145,0.045104868482187754
146,0.052841853719173715
147,0.2553096132323873
148,0.02514399602131623
149,0.023918352977490676
150,0.16432082186926467
151,0.2707497485242707
152,0.09293117190481848
153,0.10846300024941069
155,0.038491860278270895
156,0.006759829682603691
157,0.2689923824833389
158,0.06343381226567701
159,0.19385064290978105
160,0.027971395894170303
162,0.2887024073069997
163,0.3336502624821278
164,0.13719518977705492
165,0.26466979760347775
167,0.05733518866705367
168,0.11433056331617175
170,0.10138553226285185
171,0.09028216222231644
172,0.019822635313661685
173,0.0615866695094438
175,0.1283613342386538
176,0.2280703766816532
177,0.10469273011550406
178,0.13229915147192584
180,0.38864698293339384
181,0.04464680475681515
184,0.19497158895719746
185,0.2080507624574941
186,0.23967185175378725
187,0.1789058714769034
188,0.10490388873047629
189,0.11985615255165438
190,0.45871683732142987
191,0.04725149710608956
192,0.07811963149695167
193,0.2733414551278659
194,0.11181111677934519
195,0.07718274104275125
196,0.05315363789459382
197,0.32939045663141275
198,0.11668998513555717
200,0.011367519972112161
201,0.09611845085940685
202,0.2140323551369474
203,0.08051228934415433
204,0.04570315908047817
205,0.07172844692394831
207,0.23843345685969441
208,0.34275725026558623
210,0.045606185347141226
211,0.10268451996558325
212,0.03934040567227126
213,0.05015761134241781
214,0.09790799969441055
215,0.055203608126382475
216,0.3542861669816686
217,0.02795590633322642
218,0.0886296517796985
219,0.17327475415207405
220,0.40814992948179474
221,0.35144345413895595
222,0.021376551344780337
223,0.17497520017070167
224,0.08373618665896121
225,0.11216331508608968
226,0.047791676623542
227,0.07002280408194195
228,0.18053682437537377
229,0.342230372614031
230,0.13989306102579913
231,0.08536696565886426
232,0.07616852704584676
234,0.08965675598862122
235,0.17125160053801114
236,0.10466757849944397
237,0.040370713748034026
238,0.19751838930480003
239,0.10751019043296473
241,0.08862468200200158
242,0.35333739353289517
243,0.08936828183651047
244,0.08243948351065367
245,0.054730924244607904
246,0.031042163510392573
247,0.08691931666027264
248,0.015795865690565236
250,0.02799457978099018
251,0.005139177607406342
252,0.02758998437639515
254,0.0972510051737796
255,0.44846496797865143
256,0.012882192168602868
257,0.06559247431070325
259,0.08747728236002006
260,0.07374834621657511
261,0.004612608217200886
262,0.10791714458991875
265,0.009978479719435551
266,0.14028042524865403
267,0.018037314823725836
268,0.021623198636882
269,0.20439078458628646
271,0.0766883355202006
272,0.2614749378068031
273,0.04559405101682534
274,0.5250909284356058
276,0.06765491944133029
279,0.12686966562800106
280,0.05534382144841432
281,0.04669061859066548
282,0.01441278279010283
283,0.06885316563957611
285,0.08595200114750234
286,0.04898959486691501
287,0.11335906378183824
288,0.0016949955268605876
289,0.04775101021923911
290,0.03324556616834062
293,0.06853121486308011
296,0.10396567938845358
298,0.0017201471429215687
299,0.09529005836657611
300,0.03925460763192801
301,0.10174549315757209
306,0.04545850474491564
307,0.008029998907318703
308,0.03731483023760429
309,0.018802559679879316
310,0.02214298188393804
312,0.04583532489446274
313,0.10169971303157843
314,0.019423576363730044
315,0.0017668176441374417
318,0.00034542857568942154
319,0.0840350553950655
320,0.042889760357989415
321,0.0726298939617589
322,0.08054092232733323
323,0.01593086067181626
325,0.09907588632352682
326,0.015395310363538917
329,0.021973694101013574
330,0.09387894422818865
331,0.03047682866698298
332,0.07662961992144846
333,0.04440304505309167
334,0.035184532579232375
335,0.019148097979962975
337,0.03646192239553292
338,0.06668359972747484
339,0.08274937044487185
340,0.028224775164929383
341,0.07239192486015411
342,0.20566751290846885
343,0.03949005548769602
344,0.09750165989635962
345,0.0886651465879209
346,0.26894443429367887
347,0.02052924208838003
348,0.13105745125295276
349,0.09183404468328948
350,0.16493772595682699
351,0.25103604589063844
352,0.023254219131538578
353,0.5819485046440063
358,0.0553670053352342
361,0.031207553675782762
362,0.03232729252279398
363,0.049624547406946995
364,0.10082702511343578
367,0.0162763232900065
368,0.1681330776467611
371,0.09629524376347254
372,0.013748220080084916
374,0.02215483871397672
375,0.011187346610120885
376,0.23029846276669153
377,0.07268110631384395
378,0.07798000824376161
380,0.1478146060229899
381,0.07456417180512798
383,0.009559353391218606
385,0.1161189138935741
386,0.14704638656007019
387,0.1406034318617677
388,0.04823280115557527
389,0.005884871307645589
392,0.043184894516759664
393,0.0476844606072353
394,0.0709592918366111
395,0.028559772164364894
397,0.30286438169624685
398,0.03541039628771592
400,0.05504928013114507
401,0.008567743990518073
402,0.2316025647732607
403,0.14256571759023662
404,0.1701898980271812
407,0.06532145002898337
408,0.14713441909075686
409,0.006265702597567646
410,0.018698118314883994
411,0.0037714291942037015
415,0.07577934181040469
416,0.10481616728439591
417,0.05631577878400784
418,0.03835866108230834
419,0.030205424491835053
420,0.07708944955767838
421,0.10448333612268801
423,0.017963092403245895
424,0.05515435702098137
425,0.0879869359097103
427,0.14097843935575893
428,0.10924497080410878
431,0.023614414491734514
432,0.053214208636982896
433,0.050054334494488595
434,0.039721590144364605
435,0.09730728727551585
436,0.044921213753079
437,0.05959545365459151
438,0.006264059113303633
439,0.26119611842075297
440,0.028311157143022347
441,0.21636477019663536
442,0.0384640093413291
443,0.14163294335223364
444,0.13409051760961854
445,0.1884200633882922
446,0.11033292325569755
447,0.022291469759698312
448,0.10053822300645177
449,0.22138924067565147
450,0.024839981853664872
451,0.16841674442194332
452,0.013785077162397075
453,0.009213033044898067
455,0.18647582076223146
458,0.07359671544701873
460,0.061053641930961744
461,0.10893525526712056
462,0.02891668797582625
463,0.04968584306316326
464,0.11039542482361697
465,0.030594706926572623
466,0.11311309762678134
467,0.020729622516033386
468,0.058056614643897664
470,0.24555459552282421
471,0.012291343623208606
472,0.14303731482372606
474,0.249460963219299
475,0.06660503498235504
476,0.0895344269854168
477,0.06744607154531668
478,0.07227842912113047
479,0.12997184494007352
480,0.016309799914392853
481,0.052944200866975155
482,0.11403510120252758
484,0.06949763109687623
485,0.038311609398963054
487,0.06778241820519226
488,0.06482265960372247
489,0.14608542649096123
490,0.034870809611765585
491,0.012741953619273882
492,0.2527513890562376
493,0.09152226050786916
495,0.045958661154162694
496,0.2719160469525279
497,0.10923440947001839
500,0.030389659448797346
501,0.05927495493168666
503,0.03960352268004064
505,0.15303865813234774
507,0.12003046337858225
508,0.11095659251573009
509,0.028521174398494553
510,0.10805334614267581
511,0.12746821220916815
512,0.006338432897570412
513,0.05883650300927723
515,0.03244558332290293
517,0.08012212395398932
518,0.07665281548468039
520,0.170272188535872
521,0.04587042590690715
522,0.036561770166362306
523,0.030008366778456086
525,0.09728277895555348
526,0.025545185740687204
527,0.17751949930590993
528,0.053088173056402344
529,0.17517295767587826
531,0.08213183141824221
532,0.017789633212407674
533,0.07736985097444338
534,0.056726605331197444
535,0.14713445505722955
536,0.12286382669569207
538,0.001598602021376072
540,0.042315309556265834
541,0.15914973404443367
543,0.013792919142164184
544,0.4009445388683057
545,0.016039211916531793
546,0.05114404395318162
547,0.20090724421103467
550,0.10831896396451346
551,0.2255045193363845
553,0.03828229711416231
554,0.16055972650529826
555,0.021663183904140126
556,0.20481571319303304
557,0.01300274971563109
558,0.05831981010622078
559,0.06462431368345167
560,0.08601107234962169
561,0.2017498901272099
562,0.15310305716219497
563,0.25070846469942376
564,0.09420015173663288
565,0.09022515223883598
566,0.17481630751849364
568,0.11860502993689503
569,0.18810224988866087
570,0.07057830547300492
571,0.024645933477798643
572,0.14491367079099038
573,0.24661405374137346
574,0.5590119967074982
575,0.09318882997524058
576,0.05287012090653187
577,0.12974500107686593
578,0.1438391901440388
579,0.05777671312595767
580,0.1330237677647237
581,0.4045593533912186
582,0.09313146309969178
583,0.27710342548074496
584,0.12772573859778102
585,0.2797556217693049
586,0.09290604619351495
587,0.1260109447291735
589,0.08884363065818657
590,0.09807512683346276
591,0.1825872598282159
593,0.3365456634738555
594,0.11274030216849429
595,0.16625810640822358
596,0.03538592580870015
597,0.0476163105457692
598,0.037897216508493425
600,0.08417682445254004
601,0.1042583816649052
603,0.1932030578864694
604,0.07835119805873147
606,0.03415586798773318
607,0.10419084657358435
609,0.05254341478437108
610,0.09779235776058637
611,0.06421073365088747
612,0.2141995112131947
613,0.3280635764408959
615,0.1580595793981292
616,0.1996301916438752
617,0.10397955440232831
618,0.0820166435757812
619,0.05746066924708004
621,0.13771821102200144
622,0.09861943472402723
623,0.018564464441784168
624,0.488993959189461
625,0.07088644430387103
626,0.10747557858017087
627,0.1283518235473251
628,0.4382360807043095
629,0.0461765240992984
630,0.05582932079754932
631,0.1269694937559045
632,0.009137830469695851
633,0.12225481449577069
634,0.054163209131437906
635,0.012883160646914416
636,0.10574720594270715
637,0.10305022749038106
638,0.04350596233782733
639,0.005767173349038757
640,0.062141304268624076
641,0.08462068095254582
642,0.3104196476096637
643,0.12297992272087854
644,0.0026381180608918697
645,0.03905823834464939
647,0.08818323841884679
649,0.04579182135637727
651,0.17197988740266146
652,0.040859492645903384
653,0.019016083529767025
654,0.06776794757715598
657,0.13009765347497337
658,0.1232214371950835
659,0.019257004225232688
660,0.11380266058907118
662,0.06186883683706568
664,0.047001103560241786
665,0.16694334343563666
666,0.12901199670749808
668,0.03918795711073142
670,0.02061647808470668
671,0.2273247833438845
672,0.09124143393693562
674,0.09879817013003533
675,0.001951809420038142
676,0.02554094755463132
678,0.08172395423897427
680,0.007786643777599522
682,0.09052479560138371
683,0.1102873753692406
684,0.030680699365505548
685,0.07679262516994534
686,0.01572109568932456
687,0.14692846155578154
688,0.04977242314974317
689,0.03320384021752343
690,0.03676413242086385
691,0.09260802189443251
692,0.021233815292952984
693,0.007484382907157805
694,0.24786090032912877
695,0.06548872427520536
697,0.09438485433584431
698,0.011803876544832947
699,0.052949289361368335
700,0.038845130745178036
701,0.008755208041618667
702,0.16024833335299604
703,0.16424528708257058
705,0.11438465622735716
707,0.10072162546258157
708,0.1573665714257091
709,0.054057481525709994
710,0.05706429794161738
711,0.09007669201156876
713,0.06215314848501419
714,0.176897066183477
715,0.1059593927458029
716,0.03879480841685101
717,0.10164402474763201
718,0.1632392266967606
719,0.23903241820519217
720,0.28988541055276995
721,0.11635010942662727
723,0.07119784116606986
724,0.08012077429354858
725,0.38379292472653526
726,0.02899330327971339
727,0.004691187540432518
728,0.11787883693797463
729,0.022028550860415663
730,0.1543244241790167
732,0.07788612762708369
733,0.11601691098513989
734,0.06349569482756001
735,0.13220806831266096
736,0.03352837401940034
737,0.10726215563947505
739,0.032985977272387945
740,0.08397998514086802
744,0.08456298612212398
747,0.060808205549161665
748,0.02521263949904995
749,0.08950983220533382
750,0.06091294929026936
751,0.14281878804137915
752,0.16260080688721734
753,0.1693871770826787
754,0.12650153776655815
756,0.08317498018866343
757,0.026025172925219664
758,0.15643263162813348
759,0.09275628272451164
760,0.0894886050488013
761,0.03394315141138038
762,0.3860106392289382
763,0.18285693964335037
764,0.08074700412432412
765,0.2898481807255002
767,0.42439045663141295
768,0.10615813339908908
769,0.10312254524986453
770,0.023382058463923716
771,0.09917433436983614
772,0.10228006702102399
773,0.1027968482196222
774,0.024986022681523723
775,0.14385183485461517
776,0.03170552886099354
777,0.12731712221182123
778,0.09853395296214496
779,0.32788355444269257
781,0.11158286018745289
782,0.02633174766361268
783,0.025916329748194578
784,0.02413051455328885
786,0.06821827023195337
787,0.3980159989919976
788,0.1170816543226103
789,0.057500023831889235
790,0.009647888593389498
791,0.03818436474350251
793,0.10117890901619186
794,0.07338724267365238
795,0.16931857238312786
796,0.02048716295539177
797,0.04788274716915808
799,0.0232855766628961
800,0.07964501268142321
802,0.0918358143040432
803,0.30519843653030154
804,0.36822915039643944
